Code,Title,Credits,AH,SE,SS,ACGH,DD,OL,QL,SL,VL,WC,WE,Desc
SOC 225,"Cultural Sociology",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Explores the varied ways in which culture is understood in the social sciences and the research questions that follow from contrasting viewpoints. The approach is historically informed and focused on changing cultural forms in relation to industrialization and post-modernism."
SOC 226,"Sociological Social Psychology",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper-1 hour(s). Prerequisite(s): Graduate standing or consent of instructor. Advanced study of the varying approaches, methods, issues and topical concerns of sociological social psychology. Analysis of central and representative historical and contemporary works."
SOC 227,"Sociology of Reproduction",4,,,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Recent social science scholarship in such areas as teenage pregnancy, family planning, abortion, adoption, AIDS, and new reproductive technologies; focus on the current situation in the United States."
SOC 230,"Ethnic",Race,,,,,,,,,,,,"Relations (4) Lecture-3 hour(s); Term Paper. Advanced study of the determinants of ethnic groupings and their interrelationships. Major theme will be the patterns of ethnic stratification and causes of ethnic conflict. Specific focus upon dominance and resistance to dominance. Influence of social science research."
SOC 233,"Gender, Culture, & Local/Global Transformation",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Focus on critical approach to women and development; analyze local transformations with global connections within specific cultural contexts. Covers theory, methodological issues, and relationship between theory and practice."
SOC 234,"Gender, Family, & Society",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): Graduate standing or consent of instructor. Major theoretical traditions and concerns in family sociology and sociology of gender. Analysis of selected classical and contemporary works representative of functionalist, Marxist, psychoanalytic, feminist and critical theoretical approaches to these subjects; e.g., Engels, Parsons, Freud, Horkheimer, Goode, Lasch, Mitchell. Emphasis on macro and historical questions."
SOC 242A,"Methodologies of Sociohistorical Inquires",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Prerequisite(s): Consent of instructor not required for graduate students in the Social Sciences Division or the Humanities, Arts, and Cultural Studies Division; required for undergraduates and students from other divisions or colleges. Introduction to comparative and case methodological approaches to sociohistorical inquiry, theoretical and practical issues, and substantive research agendas ranging from study of large-scale social transformations to close microhistories, including research agendas being developed by students in the course."
SOC 243,"Urban Society",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Broad overview of the issues and concerns of the field of urban sociology. Special emphasis on the human experience of urban living in contemporary, cross-cultural or historical settings."
SOC 245,"Developing Societies",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper; Project (Term Project). Prerequisite(s): Graduate student status or familiarity with problems of developing societies. Analysis of social and economic problems of developing societies from the standpoint of theory and research on modernization and underdevelopment. Nature of third world dependency and interdependence in the global political economy."
SOC 248,"Social Movements",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Analysis of current issues in and contributions to the study of collective behavior and social movements; particular focus upon the strategies and tactics of social movements."
SOC 254,"Sociology of Health & Illness",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. Open to graduate or professional students. Sociological perspectives and methods on the study of health and illness. Select topics for supervised research. Research paper required."
SOC 255,"Sociology of Law",4,,,,,,,,,,,,"Seminar-4 hour(s). Prerequisite(s): Consent of Instructor. Analysis of the nature of the legal process and its impact on social behavior. Will consider (1) nature and functions of law, (2) the organization and administration of law, and (3) the capacity of law to affect social behavior."
SOC 265A,"Classical Sociological Theory",4,,,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Introduces graduate students to the work of the main classical thinkers in the tradition of social theory, such as Marx, Durkheim, Weber, Simmel, Freud, G.H. Mead, and Parsons, locating them within the historical,cultural,and philosophical milieu in which their ideas originated."
SOC 265B,"Theory in Contemporary Sociology",4,,,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): SOC 265A. Explores the uses of theories in contemporary sociology by tracing their connections with classical sociological writings and their relations to broader theoretical concerns of contemporary social thought, with particular emphasis on relevance to the current historical, cultural and social milieu."
SOC 270,"Social Demography",4,,,,,,,,,,,,"Seminar-4 hour(s). Prerequisite(s): SOC 170; or Consent of Instructor. How social institutions affect and are affected by the level and variation of mortality, migration, and fertility. Special emphases on the determinants of fertility-related attitudes and behavior, on less-developed countries, and on contemporary empirical studies."
SOC 280,"Organizations & Institutions",4,,,,,,,,,,,,"Seminar-4 hour(s). Theory of formal organizations and bureaucracy. Methods of research in organizational and institutional studies. Historical and comparative analysis of political, religious, educational, military, and economic structure."
SOC 288,"Integrative Research Practicum",4,,,,,,,,,,,,"Seminar-6 hour(s); Extensive Writing; Term Paper. Prerequisite(s): SOC 207A; SOC 242A; SOC 292A; Consent of Instructor. Continuing training in field, quantitative, and/or comparative-historical methods. Emphasis on students' research projects and applications of principles related to research design, concept and theory construction causality and interpretation, and data and measurement. Completion of research paper is required."
SOC 290,"Seminar",4,,,,,,,,,,,,"Seminar-3 hour(s); Term Paper. (S/U grading only.)"
SOC 292A,"Field Research",4,,,,,,,,,,,,"Seminar-3 hour(s); Fieldwork. Prerequisite(s): Graduate standing in Sociology or consent of instructor. Introduction to the logic, methods, and practices of field research, with particular emphasis on the ethnographic tradition of participant observation. Interviewing and other qualitative techniques will also be covered. Students will develop original research projects based on their own fieldwork."
SOC 293,"Proseminar in Sociology",2,,,,,,,,,,,,"Seminar-2 hour(s). Prerequisite(s): First-year Sociology graduate students only. Introduction to graduate training in sociology. A seminar designed to introduce students entering graduate work in the department to its ongoing research activities. (S/U grading only.)"
SOC 295,"Special Topics Seminar",4,,,,,,,,,,,,"Lecture/Discussion-3 hour(s); Term Paper. Prerequisite(s): Graduate standing or consent of instructor. Research topics in Sociology. Specific topic will vary according to faculty interest and student demand. May be repeated for credit when topic differs."
SOC 298,"Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (S/U grading only.)"
SOC 299,"Individual Study",1-12,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (S/U grading only.)"
SOC 390A,"The Teaching of Sociology",2,,,,,,,,,,,,"Lecture-1 hour(s); Discussion-1 hour(s). Prerequisite(s): Graduate standing; required for first-time teaching assistants. Practical instruction in teaching methods for qualitative and quantitative courses. Pedagogical issues involved in critical sociological analysis. (S/U grading only.)"
SOC 390B,"The Teaching of Sociology",2,,,,,,,,,,,,"Lecture-1 hour(s); Discussion-1 hour(s). Prerequisite(s): Graduate standing. Practical instruction in devising course syllabi, lectures and assignments for Associate-Instructors and others interested in college teaching. Discussion of pedagogical methods of teaching qualitative and quantitative courses. (S/U grading only.)"
SOC 396,"Teaching Assistant Training Practicum",1-4,,,,,,,,,,,,"Variable. Prerequisite(s): Graduate standing. May be repeated for credit. (P/NP grading only.)"
SOC 466,"Research Paper Workshop",2,,,,,,,,,,,,"Workshop-1.5 hour(s); Discussion-0.5 hour(s). Prerequisite(s): Master of Arts standing. A workshop to assist advanced graduate students in the preparation of an original research paper. Students present their research papers and discuss issues in theory, research design, data, empirical inference, and verbal and written presentation of a professional research paper. (S/U grading only.)"
SPA 001,"Elementary Spanish",5,5,,,,,,,,,5,,"Lecture/Discussion-5 hour(s). Introduction to Spanish grammar and development of all language skills in a cultural context with special emphasis on communication. Not open for credit for students who have completed equivalent SPA 001S; students who have successfully completed SPA 002 or SPA 003 in the 10th or higher grade of high school may receive unit credit for this course on a P/NP grading basis only; although a passing grade will be charged to the student's P/NP option, no petition is required; all other students will receive a letter grade unless a P/NP petition is filed."
SPA 001A,"Accelerated Intensive Elementary Spanish",15,15,,,,,,,,,15,,"Lecture/Discussion-15 hour(s). Introduction to Spanish grammar and development of all language skills in a cultural context with emphasis on communication. Special 12-week accelerated, intensive summer session combining the work of SPA 001, SPA 002 and SPA 003. Not open to students who have completed equivalent SPA 001, SPA 001S, SPA 002, SPA 002S, SPA 002V, SPA 002Y, SPA 003, SPA 003S, SPA 003V or SPA 003Y."
SPA 001S,"Elementary Spanish",5,5,,,,,,,,,5,,"Lecture/Discussion-5 hour(s). Introduction to Spanish grammar and development of all language skills in a cultural context with special emphasis on communication. May be taught abroad in a Spanish speaking country under the supervision of a UC Davis faculty/lecturer. Not open for credit to students who have taken equivalent SPA 001."
